episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_policy_0_reward,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/learner_dequeue_time_ms,timers/learner_grad_time_ms,timers/learner_grad_throughput,timers/learner_overall_time_ms,timers/learner_overall_throughput,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,info/exploration_infos,perf/cpu_util_percent,perf/ram_util_percent,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/learner/policy_0/cur_lr,info/learner/policy_0/mean_q,info/learner/policy_0/min_q,info/learner/policy_0/max_q,info/learner/policy_0/mean_td_error,info/replay_shard_0/policy_policy_0/added_count,info/replay_shard_0/policy_policy_0/sampled_count,info/replay_shard_0/policy_policy_0/est_size_bytes,info/replay_shard_0/policy_policy_0/num_entries
-74.9999999999998,-96.77777777777777,-94.06666666666668,54.4,100,12,15104,False,100,1,bc5a95339615405e9e1443115bcefed6,2020-09-30_05-22-06,1601443326,6.905912160873413,6.905912160873413,26096,deep-learn-template2-1,10.128.0.31,6.905912160873413,0,1,d7d69_00000,0,-48.388888888888886,-37.500000000000036,-47.03333333333334,"[-95.66666666666667, -94.77777777777779, -93.55555555555557, -96.77777777777777, -90.66666666666669, -96.33333333333334, -93.55555555555557, -82.88888888888891, -84.88888888888894, -95.66666666666667, -94.77777777777779, -74.9999999999998, -96.77777777777777, -96.77777777777777, -96.33333333333334, -96.77777777777777, -82.88888888888891, -96.33333333333334, -96.33333333333334, -96.77777777777777, -96.77777777777777, -95.66666666666667, -96.77777777777777, -95.66666666666667, -96.77777777777777, -87.5555555555556, -96.33333333333334, -95.66666666666667, -84.66666666666671, -87.5555555555556, -96.77777777777777, -93.55555555555557, -94.77777777777779, -96.77777777777777, -96.77777777777777, -93.55555555555557, -96.77777777777777, -94.77777777777779, -82.88888888888891, -95.66666666666667, -95.66666666666667, -96.77777777777777, -93.55555555555557, -95.66666666666667, -96.33333333333334, -94.77777777777779, -93.55555555555557, -96.77777777777777, -96.33333333333334, -96.33333333333334, -91.88888888888891, -90.66666666666669, -96.77777777777777, -95.66666666666667, -93.55555555555557, -87.5555555555556, -95.66666666666667, -96.77777777777777, -93.55555555555557, -90.44444444444447, -96.33333333333334, -84.66666666666671, -96.33333333333334, -94.77777777777779, -96.77777777777777, -96.33333333333334, -94.77777777777779, -95.66666666666667, -94.77777777777779, -95.66666666666667, -96.33333333333334, -96.77777777777777, -96.77777777777777, -95.66666666666667, -96.33333333333334, -96.77777777777777, -96.33333333333334, -91.33333333333336, -94.77777777777779, -96.77777777777777, -84.66666666666671, -96.77777777777777, -96.33333333333334, -96.77777777777777, -93.55555555555557, -95.66666666666667, -95.66666666666667, -93.55555555555557, -95.66666666666667, -87.5555555555556, -94.77777777777779, -96.33333333333334, -91.33333333333336, -93.55555555555557, -96.77777777777777, -95.66666666666667, -93.55555555555557, -96.33333333333334, -94.77777777777779, -95.66666666666667]","[40, 48, 59, 30, 85, 34, 59, 155, 137, 40, 48, 226, 30, 30, 34, 30, 155, 34, 34, 30, 30, 40, 30, 40, 30, 113, 34, 40, 139, 113, 30, 59, 48, 30, 30, 59, 30, 48, 155, 40, 40, 30, 59, 40, 34, 48, 59, 30, 34, 34, 74, 85, 30, 40, 59, 113, 40, 30, 59, 87, 34, 139, 34, 48, 30, 34, 48, 40, 48, 40, 34, 30, 30, 40, 34, 30, 34, 79, 48, 30, 139, 30, 34, 30, 59, 40, 40, 59, 40, 113, 48, 34, 79, 59, 30, 40, 59, 34, 48, 40]","[-47.833333333333336, -47.833333333333336, -47.38888888888889, -47.38888888888889, -46.77777777777778, -46.77777777777778, -48.388888888888886, -48.388888888888886, -45.33333333333334, -45.33333333333334, -48.166666666666664, -48.166666666666664, -46.77777777777778, -46.77777777777778, -41.444444444444464, -41.444444444444464, -42.444444444444464, -42.444444444444464, -47.833333333333336, -47.833333333333336, -47.38888888888889, -47.38888888888889, -37.500000000000036, -37.500000000000036, -48.388888888888886, -48.388888888888886, -48.388888888888886, -48.388888888888886, -48.166666666666664, -48.166666666666664, -48.388888888888886, -48.388888888888886, -41.444444444444464, -41.444444444444464, -48.166666666666664, -48.166666666666664, -48.166666666666664, -48.166666666666664, -48.388888888888886, -48.388888888888886, -48.388888888888886, -48.388888888888886, -47.833333333333336, -47.833333333333336, -48.388888888888886, -48.388888888888886, -47.833333333333336, -47.833333333333336, -48.388888888888886, -48.388888888888886, -43.77777777777779, -43.77777777777779, -48.166666666666664, -48.166666666666664, -47.833333333333336, -47.833333333333336, -42.33333333333335, -42.33333333333335, -43.77777777777779, -43.77777777777779, -48.388888888888886, -48.388888888888886, -46.77777777777778, -46.77777777777778, -47.38888888888889, -47.38888888888889, -48.388888888888886, -48.388888888888886, -48.388888888888886, -48.388888888888886, -46.77777777777778, -46.77777777777778, -48.388888888888886, -48.388888888888886, -47.38888888888889, -47.38888888888889, -41.444444444444464, -41.444444444444464, -47.833333333333336, -47.833333333333336, -47.833333333333336, -47.833333333333336, -48.388888888888886, -48.388888888888886, -46.77777777777778, -46.77777777777778, -47.833333333333336, -47.833333333333336, -48.166666666666664, -48.166666666666664, -47.38888888888889, -47.38888888888889, -46.77777777777778, -46.77777777777778, -48.388888888888886, -48.388888888888886, -48.166666666666664, -48.166666666666664, -48.166666666666664, -48.166666666666664, -45.94444444444445, -45.94444444444445, -45.33333333333334, -45.33333333333334, -48.388888888888886, -48.388888888888886, -47.833333333333336, -47.833333333333336, -46.77777777777778, -46.77777777777778, -43.77777777777779, -43.77777777777779, -47.833333333333336, -47.833333333333336, -48.388888888888886, -48.388888888888886, -46.77777777777778, -46.77777777777778, -45.22222222222223, -45.22222222222223, -48.166666666666664, -48.166666666666664, -42.33333333333335, -42.33333333333335, -48.166666666666664, -48.166666666666664, -47.38888888888889, -47.38888888888889, -48.388888888888886, -48.388888888888886, -48.166666666666664, -48.166666666666664, -47.38888888888889, -47.38888888888889, -47.833333333333336, -47.833333333333336, -47.38888888888889, -47.38888888888889, -47.833333333333336, -47.833333333333336, -48.166666666666664, -48.166666666666664, -48.388888888888886, -48.388888888888886, -48.388888888888886, -48.388888888888886, -47.833333333333336, -47.833333333333336, -48.166666666666664, -48.166666666666664, -48.388888888888886, -48.388888888888886, -48.166666666666664, -48.166666666666664, -45.66666666666667, -45.66666666666667, -47.38888888888889, -47.38888888888889, -48.388888888888886, -48.388888888888886, -42.33333333333335, -42.33333333333335, -48.388888888888886, -48.388888888888886, -48.166666666666664, -48.166666666666664, -48.388888888888886, -48.388888888888886, -46.77777777777778, -46.77777777777778, -47.833333333333336, -47.833333333333336, -47.833333333333336, -47.833333333333336, -46.77777777777778, -46.77777777777778, -47.833333333333336, -47.833333333333336, -43.77777777777779, -43.77777777777779, -47.38888888888889, -47.38888888888889, -48.166666666666664, -48.166666666666664, -45.66666666666667, -45.66666666666667, -46.77777777777778, -46.77777777777778, -48.388888888888886, -48.388888888888886, -47.833333333333336, -47.833333333333336, -46.77777777777778, -46.77777777777778, -48.166666666666664, -48.166666666666664, -47.38888888888889, -47.38888888888889, -47.833333333333336, -47.833333333333336]",8.609286568381567,2.5795757120305836,2.521076970286183,26.337,9.943,51495.075,36.321,14096.641,15104,24,26112,20480,2,"[{'cur_epsilon': 0.0}, {'cur_epsilon': 0.4}, {'cur_epsilon': 0.22326747}, {'cur_epsilon': 0.1246209}, {'cur_epsilon': 0.069559485}, {'cur_epsilon': 0.03882592}, {'cur_epsilon': 0.021671413}, {'cur_epsilon': 0.0120963035}, {'cur_epsilon': 0.0067517776}, {'cur_epsilon': 0.0037686308}, {'cur_epsilon': 0.0021035315}, {'cur_epsilon': 0.0011741254}, {'cur_epsilon': 0.00065536}]",83.75999999999999,16.8,51,1.66,2.86083903776497,"[0.0, 0.0, 0.0, 7.100000000000001, 10.0]",28.387,36.385,66.021,9.999999747378752e-05,-0.27094823,-0.9196622,0.15368387,27.067566,7936,10752,8237568,7936
